SMILES;organic;organic_modifier;additive;additive_concentration_mM;name;logIE;instrument;source;logIE_pred;viscosity_old;surface_tension_old;polarity_index_old;pH.aq.;NH4
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C;80;MeCN;ammonia;10;2,4,6-tri-tert-butylphenol;0.55;Agilent XCT;ESI;0.481945833;0.57;32.18706944;6.68;10.5;1
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O;80;MeCN;ammonia;10;2,5-dinitrophenol;0.98;Agilent XCT;ESI;1.237322579;0.57;32.18706944;6.68;10.5;1
Oc1cccc(Cl)c1;80;MeCN;ammonia;10;3-chlorophenol;0.22;Agilent XCT;ESI;0.354931927;0.57;32.18706944;6.68;10.5;1
CC(C)c1ccccc1O;80;MeCN;ammonia;10;2-isopropylphenol;-0.61;Agilent XCT;ESI;-0.234688831;0.57;32.18706944;6.68;10.5;1
Oc1cccc(Br)c1;80;MeCN;ammonia;10;3-bromophenol;0.63;Agilent XCT;ESI;0.728732298;0.57;32.18706944;6.68;10.5;1
Oc1ccccc1Br;80;MeCN;ammonia;10;2-bromophenol;-0.8;Agilent XCT;ESI;-0.809294087;0.57;32.18706944;6.68;10.5;1
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O;80;MeCN;ammonia;10;2,6-dinitrophenol;1.06;Agilent XCT;ESI;1.261779603;0.57;32.18706944;6.68;10.5;1
Oc1ccccc1[N+]([O-])=O;80;MeCN;ammonia;10;2-nitrophenol;-0.62;Agilent XCT;ESI;-0.893212477;0.57;32.18706944;6.68;10.5;1
Oc1cccc(c1)[N+]([O-])=O;80;MeCN;ammonia;10;3-nitrophenol;0.78;Agilent XCT;ESI;0.841817619;0.57;32.18706944;6.68;10.5;1
Oc1ccc(cc1)[N+]([O-])=O;80;MeCN;ammonia;10;4-nitrophenol;0.97;Agilent XCT;ESI;1.017648402;0.57;32.18706944;6.68;10.5;1
Oc1c(F)c(F)cc(F)c1F;80;MeCN;ammonia;10;2,3,5,6-tetrafluorophenol;0.97;Agilent XCT;ESI;0.936007302;0.57;32.18706944;6.68;10.5;1
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O;80;MeCN;ammonia;10;3-[(heptafluoropropyl)sulphonyl]benzoic acid;2.2;Agilent XCT;ESI;2.175461502;0.57;32.18706944;6.68;10.5;1
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O;80;MeCN;ammonia;10;3-[tris(trifluoromethyl)methylsulphonyl]benzoic acid;2.15;Agilent XCT;ESI;2.076163106;0.57;32.18706944;6.68;10.5;1
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O;80;MeCN;ammonia;10;3-[(heptafluoropropyl)sulphanyl]benzoic acid;1.84;Agilent XCT;ESI;1.80846925;0.57;32.18706944;6.68;10.5;1
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F;80;MeCN;ammonia;10;3-trifluoromethylsulfonylbenzoic acid;1.69;Agilent XCT;ESI;1.770954405;0.57;32.18706944;6.68;10.5;1
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F;80;MeCN;ammonia;10;3-[tris(trifluoromethyl)methyl]benzoic acid;2.14;Agilent XCT;ESI;2.079734048;0.57;32.18706944;6.68;10.5;1
OC(C1=CC=CC(SC(F)(F)F)=C1)=O;80;MeCN;ammonia;10;3-[(trifluoromethyl)sulphanyl]benzoic acid;1.28;Agilent XCT;ESI;1.267796902;0.57;32.18706944;6.68;10.5;1
Oc1c(Br)c(Br)c(Br)c(Br)c1Br;80;MeCN;ammonia;10;pentabromophenol;1.96;Agilent XCT;ESI;1.706262374;0.57;32.18706944;6.68;10.5;1
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl;80;MeCN;ammonia;10;pentachlorophenol;1.97;Agilent XCT;ESI;2.169253994;0.57;32.18706944;6.68;10.5;1
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O;80;MeCN;ammonia;10;2-hydroxy-1,3,5-tris(2,2,2-trifluoroethyl)-1,3,5-benzenetrisulfonic acid ester;3.14;Agilent XCT;ESI;3.707164701;0.57;32.18706944;6.68;10.5;1
OC(=O)c1ccccc1O;80;MeCN;ammonia;10;salicylic acid;0.39;Agilent XCT;ESI;0.571238341;0.57;32.18706944;6.68;10.5;1
Oc1ccccc1C#N;80;MeCN;ammonia;10;2-cyanophenol;0.28;Agilent XCT;ESI;0.478160522;0.57;32.18706944;6.68;10.5;1
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3;80;MeCN;ammonia;10;4-phenylazophenol;1.02;Agilent XCT;ESI;1.421417619;0.57;32.18706944;6.68;10.5;1
OC(=O)c1cc(I)cc(I)c1O;80;MeCN;ammonia;10;3,5-diiodosalicylic acid;2.05;Agilent XCT;ESI;2.090213884;0.57;32.18706944;6.68;10.5;1
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O;80;MeCN;ammonia;10;2,4,6-trinitro-1,3-benzenediol;1.07;Agilent XCT;ESI;1.786760944;0.57;32.18706944;6.68;10.5;1
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O;80;MeCN;ammonia;10;3,5-dinitrosalicylic acid;1.22;Agilent XCT;ESI;1.77809873;0.57;32.18706944;6.68;10.5;1
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;80;MeCN;ammonia;10;2,4-dinitrobenzoic acid;0.07;Agilent XCT;ESI;0.384074762;0.57;32.18706944;6.68;10.5;1
Oc1ccc(Cl)cc1;80;MeCN;ammonia;10;4-chlorophenol;0.03;Agilent XCT;ESI;0.278905772;0.57;32.18706944;6.68;10.5;1
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O;80;MeCN;ammonia;10;2-hydroxy-, 1,3,5-tris(2,2,3,3-tetrafluoro-propyl) 1,3,5-benzenetrisulfonic acid ester;3.49;Agilent XCT;ESI;3.502065749;0.57;32.18706944;6.68;10.5;1
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21;80;MeCN;ammonia;10;heptafluorornapht-2-ol;1.94;Agilent XCT;ESI;1.757173225;0.57;32.18706944;6.68;10.5;1
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;80;MeCN;ammonia;10;2,4-dinitro-benzenesulfonic acid;1.68;Agilent XCT;ESI;1.588604206;0.57;32.18706944;6.68;10.5;1
O=S(C1=CC=CC2=CC=CC=C21)(O)=O;80;MeCN;ammonia;10;naphthalene-1-sulfonic acid;1.6;Agilent XCT;ESI;1.484998889;0.57;32.18706944;6.68;10.5;1
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1;80;MeCN;ammonia;10;2-anthraquinonesulfonic acid;2.1;Agilent XCT;ESI;2.016561071;0.57;32.18706944;6.68;10.5;1
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O;80;MeCN;ammonia;10;3-nitrobenzenesulphonamide;1.5;Agilent XCT;ESI;1.433655079;0.57;32.18706944;6.68;10.5;1
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O;80;MeCN;ammonia;10;perfluorooctanesulfonic acid;2.77;Agilent XCT;ESI;2.704105249;0.57;32.18706944;6.68;10.5;1
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F;80;MeCN;ammonia;10;perfluoro-tert-butanol;1.54;Agilent XCT;ESI;0.926524001;0.57;32.18706944;6.68;10.5;1
CCCCCCCCCCCCCC(O)=O;80;MeCN;ammonia;10;myristic acid;1.91;Agilent XCT;ESI;1.695646659;0.57;32.18706944;6.68;10.5;1
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F;80;MeCN;ammonia;10;2,3,4,5,6-pentafluoro-N-[(2,3,4,5,6-pentafluorophenyl)sulfonyl]-benzenesulfonamide;2.29;Agilent XCT;ESI;2.331301032;0.57;32.18706944;6.68;10.5;1
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O;80;MeCN;ammonia;10;4-methyl-N-[(4-nitrophenyl)sulfonyl]-benzenesulfonamide;2.46;Agilent XCT;ESI;2.438862478;0.57;32.18706944;6.68;10.5;1
C/C=C/C=C/C(O)=O;80;MeCN;ammonia;10;sorbic acid;-0.4;Agilent XCT;ESI;-0.415472022;0.57;32.18706944;6.68;10.5;1
O=C1NC(=O)c2ccccc12;80;MeCN;ammonia;10;phthalimide;0.05;Agilent XCT;ESI;-0.456248056;0.57;32.18706944;6.68;10.5;1
ON1C(=O)c2ccccc2C1=O;80;MeCN;ammonia;10;N-hydroxy-phthalimide;-0.43;Agilent XCT;ESI;-0.028356569;0.57;32.18706944;6.68;10.5;1
NCCCC(O)=O;80;MeCN;ammonia;10;4-aminobutanoic acid;-1.52;Agilent XCT;ESI;-1.545230595;0.57;32.18706944;6.68;10.5;1
NCCC(O)=O;80;MeCN;ammonia;10;beta-alanine;-2.46;Agilent XCT;ESI;-2.188780714;0.57;32.18706944;6.68;10.5;1
OC(=O)c1ccccc1;100;MeCN;ammonia;52;benzoic acid;-0.02;Agilent XCT;ESI;-1.107921246;0.28;27.86;5.8;10.5;1
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O;100;MeCN;ammonia;52;3,5-dinitrobenzoic acid;1.43;Agilent XCT;ESI;1.417397269;0.28;27.86;5.8;10.5;1
OC(=O)c1cccc(c1)C(F)(F)F;100;MeCN;ammonia;52;3-trifluoromethylbenzoic acid;1.5;Agilent XCT;ESI;1.421453849;0.28;27.86;5.8;10.5;1
Oc1c(F)c(F)c(F)c(F)c1F;100;MeCN;ammonia;52;pentafluorophenol;1.67;Agilent XCT;ESI;1.421648333;0.28;27.86;5.8;10.5;1
CC(C)(C)c1ccc(cc1)C(O)=O;100;MeCN;ammonia;52;4-tert-butylbenzoic acid;0.83;Agilent XCT;ESI;0.952630638;0.28;27.86;5.8;10.5;1
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F;100;MeCN;ammonia;52;4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol;2.84;Agilent XCT;ESI;2.452766041;0.28;27.86;5.8;10.5;1
Oc1c(c(c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F;100;MeCN;ammonia;52;pentakis(trifluoromethyl)phenol;3.01;Agilent XCT;ESI;2.882046987;0.28;27.86;5.8;10.5;1
Oc1ccc(cc1)c2ccccc2;100;MeCN;ammonia;52;4-phenylphenol;0.51;Agilent XCT;ESI;-0.779352976;0.28;27.86;5.8;10.5;1
Oc1ccccc1c2ccccc2;100;MeCN;ammonia;52;2-phenylphenol;-0.07;Agilent XCT;ESI;-0.188270833;0.28;27.86;5.8;10.5;1
OC(=O)c1cccc(Cl)c1;100;MeCN;ammonia;52;3-chlorobenzoic acid;0.95;Agilent XCT;ESI;0.366894762;0.28;27.86;5.8;10.5;1
Nc1ccc(cc1)C(O)=O;100;MeCN;ammonia;52;4-aminobenzoic acid;-0.83;Agilent XCT;ESI;-1.076431263;0.28;27.86;5.8;10.5;1
Nc1cccc(c1)C(O)=O;100;MeCN;ammonia;52;3-aminobenzoic acid;0.03;Agilent XCT;ESI;-0.939771667;0.28;27.86;5.8;10.5;1
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;100;MeCN;ammonia;52;2,4-dinitrophenol;1.71;Agilent XCT;ESI;1.546120768;0.28;27.86;5.8;10.5;1
CN(C)c1cccc(c1)C(O)=O;100;MeCN;ammonia;52;3-dimethylaminobenzoic acid;0.38;Agilent XCT;ESI;0.270390085;0.28;27.86;5.8;10.5;1
CC(C)c1ccc(cc1)C(O)=O;100;MeCN;ammonia;52;4-isopropylbenzoic acid;0.39;Agilent XCT;ESI;0.016411566;0.28;27.86;5.8;10.5;1
CC(C)(C)c1ccccc1O;100;MeCN;ammonia;52;2-tert-butylphenol;-0.19;Agilent XCT;ESI;-0.39386129;0.28;27.86;5.8;10.5;1
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C;100;MeCN;ammonia;52;2,4,6-tri-tert-butylphenol;-0.45;Agilent XCT;ESI;0.423923452;0.28;27.86;5.8;10.5;1
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O;100;MeCN;ammonia;52;2,5-dinitrophenol;1.34;Agilent XCT;ESI;1.375960952;0.28;27.86;5.8;10.5;1
Oc1cccc(Cl)c1;100;MeCN;ammonia;52;3-chlorophenol;0.29;Agilent XCT;ESI;0.2137153;0.28;27.86;5.8;10.5;1
CC(C)c1ccccc1O;100;MeCN;ammonia;52;2-isopropylphenol;-1.42;Agilent XCT;ESI;-0.873807403;0.28;27.86;5.8;10.5;1
Oc1cccc(Br)c1;100;MeCN;ammonia;52;3-bromophenol;0.65;Agilent XCT;ESI;0.603374722;0.28;27.86;5.8;10.5;1
Oc1ccccc1Br;100;MeCN;ammonia;52;2-bromophenol;-0.4;Agilent XCT;ESI;-0.705339286;0.28;27.86;5.8;10.5;1
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O;100;MeCN;ammonia;52;2,6-dinitrophenol;1.38;Agilent XCT;ESI;1.36133119;0.28;27.86;5.8;10.5;1
Oc1ccccc1[N+]([O-])=O;100;MeCN;ammonia;52;2-nitrophenol;-0.78;Agilent XCT;ESI;-0.965979025;0.28;27.86;5.8;10.5;1
Oc1cccc(c1)[N+]([O-])=O;100;MeCN;ammonia;52;3-nitrophenol;0.84;Agilent XCT;ESI;0.755250391;0.28;27.86;5.8;10.5;1
Oc1ccc(cc1)[N+]([O-])=O;100;MeCN;ammonia;52;4-nitrophenol;0.89;Agilent XCT;ESI;0.94677353;0.28;27.86;5.8;10.5;1
Oc1c(F)c(F)cc(F)c1F;100;MeCN;ammonia;52;2,3,5,6-tetrafluorophenol;0.87;Agilent XCT;ESI;1.020263254;0.28;27.86;5.8;10.5;1
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O;100;MeCN;ammonia;52;3-[(heptafluoropropyl)sulphonyl]benzoic acid;2.26;Agilent XCT;ESI;2.230389832;0.28;27.86;5.8;10.5;1
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O;100;MeCN;ammonia;52;3-[tris(trifluoromethyl)methylsulphonyl]benzoic acid;2.18;Agilent XCT;ESI;2.144532273;0.28;27.86;5.8;10.5;1
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O;100;MeCN;ammonia;52;3-[(heptafluoropropyl)sulphanyl]benzoic acid;1.71;Agilent XCT;ESI;1.777277424;0.28;27.86;5.8;10.5;1
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F;100;MeCN;ammonia;52;3-trifluoromethylsulfonylbenzoic acid;1.63;Agilent XCT;ESI;1.731539881;0.28;27.86;5.8;10.5;1
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F;100;MeCN;ammonia;52;3-[tris(trifluoromethyl)methyl]benzoic acid;1.9;Agilent XCT;ESI;2.047106429;0.28;27.86;5.8;10.5;1
OC(C1=CC=CC(SC(F)(F)F)=C1)=O;100;MeCN;ammonia;52;3-[(trifluoromethyl)sulphanyl]benzoic acid;1.37;Agilent XCT;ESI;1.274927403;0.28;27.86;5.8;10.5;1
Oc1c(Br)c(Br)c(Br)c(Br)c1Br;100;MeCN;ammonia;52;pentabromophenol;1.25;Agilent XCT;ESI;1.549480707;0.28;27.86;5.8;10.5;1
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl;100;MeCN;ammonia;52;pentachlorophenol;1.77;Agilent XCT;ESI;2.24213759;0.28;27.86;5.8;10.5;1
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O;100;MeCN;ammonia;52;2-hydroxy-1,3,5-tris(2,2,2-trifluoroethyl)-1,3,5-benzenetrisulfonic acid ester;3.44;Agilent XCT;ESI;3.547125137;0.28;27.86;5.8;10.5;1
OC(=O)c1ccccc1O;100;MeCN;ammonia;52;salicylic acid;0.56;Agilent XCT;ESI;0.74837677;0.28;27.86;5.8;10.5;1
Oc1ccccc1C#N;100;MeCN;ammonia;52;2-cyanophenol;0.43;Agilent XCT;ESI;0.221435388;0.28;27.86;5.8;10.5;1
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3;100;MeCN;ammonia;52;4-phenylazophenol;0.64;Agilent XCT;ESI;1.488402857;0.28;27.86;5.8;10.5;1
OC(=O)c1cc(I)cc(I)c1O;100;MeCN;ammonia;52;3,5-diiodosalicylic acid;2.01;Agilent XCT;ESI;2.058052015;0.28;27.86;5.8;10.5;1
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O;100;MeCN;ammonia;52;2,4,6-trinitro-1,3-benzenediol;1.79;Agilent XCT;ESI;1.946382973;0.28;27.86;5.8;10.5;1
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O;100;MeCN;ammonia;52;3,5-dinitrosalicylic acid;1.75;Agilent XCT;ESI;1.801114206;0.28;27.86;5.8;10.5;1
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;100;MeCN;ammonia;52;2,4-dinitrobenzoic acid;0.57;Agilent XCT;ESI;0.479498333;0.28;27.86;5.8;10.5;1
Oc1ccc(Cl)cc1;100;MeCN;ammonia;52;4-chlorophenol;-0.08;Agilent XCT;ESI;-0.082666126;0.28;27.86;5.8;10.5;1
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O;100;MeCN;ammonia;52;2-hydroxy-, 1,3,5-tris(2,2,3,3-tetrafluoro-propyl) 1,3,5-benzenetrisulfonic acid ester;3.08;Agilent XCT;ESI;3.347545914;0.28;27.86;5.8;10.5;1
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21;100;MeCN;ammonia;52;heptafluorornapht-2-ol;1.73;Agilent XCT;ESI;1.797555487;0.28;27.86;5.8;10.5;1
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;100;MeCN;ammonia;52;2,4-dinitro-benzenesulfonic acid;1.83;Agilent XCT;ESI;1.745867381;0.28;27.86;5.8;10.5;1
O=S(C1=CC=CC2=CC=CC=C21)(O)=O;100;MeCN;ammonia;52;naphthalene-1-sulfonic acid;1.66;Agilent XCT;ESI;1.598746667;0.28;27.86;5.8;10.5;1
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1;100;MeCN;ammonia;52;2-anthraquinonesulfonic acid;2.04;Agilent XCT;ESI;2.046584524;0.28;27.86;5.8;10.5;1
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O;100;MeCN;ammonia;52;3-nitrobenzenesulphonamide;1.23;Agilent XCT;ESI;1.352508651;0.28;27.86;5.8;10.5;1
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O;100;MeCN;ammonia;52;perfluorooctanesulfonic acid;2.91;Agilent XCT;ESI;2.864966797;0.28;27.86;5.8;10.5;1
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F;100;MeCN;ammonia;52;perfluoro-tert-butanol;1.64;Agilent XCT;ESI;1.339678983;0.28;27.86;5.8;10.5;1
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F;100;MeCN;ammonia;52;2,3,4,5,6-pentafluoro-N-[(2,3,4,5,6-pentafluorophenyl)sulfonyl]-benzenesulfonamide;2.5;Agilent XCT;ESI;2.43727246;0.28;27.86;5.8;10.5;1
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O;100;MeCN;ammonia;52;4-methyl-N-[(4-nitrophenyl)sulfonyl]-benzenesulfonamide;2.63;Agilent XCT;ESI;2.513476645;0.28;27.86;5.8;10.5;1
O=C1NC(=O)c2ccccc12;100;MeCN;ammonia;52;phthalimide;-1.58;Agilent XCT;ESI;-2.002284629;0.28;27.86;5.8;10.5;1
ON1C(=O)c2ccccc2C1=O;100;MeCN;ammonia;52;N-hydroxy-phthalimide;0.43;Agilent XCT;ESI;0.034173431;0.28;27.86;5.8;10.5;1
OC(=O)c1ccccc1;20;MeCN;formic acid;21;benzoic acid;-1.52;Agilent XCT;ESI;-1.088029066;0.93;42.11062016;9.32;2.78;0
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O;20;MeCN;formic acid;21;3,5-dinitrobenzoic acid;0.54;Agilent XCT;ESI;0.675522381;0.93;42.11062016;9.32;2.78;0
OC(=O)c1cccc(c1)C(F)(F)F;20;MeCN;formic acid;21;3-trifluoromethylbenzoic acid;0.66;Agilent XCT;ESI;0.739925;0.93;42.11062016;9.32;2.78;0
Oc1c(F)c(F)c(F)c(F)c1F;20;MeCN;formic acid;21;pentafluorophenol;0.19;Agilent XCT;ESI;0.518251667;0.93;42.11062016;9.32;2.78;0
CC(C)(C)c1ccc(cc1)C(O)=O;20;MeCN;formic acid;21;4-tert-butylbenzoic acid;-0.22;Agilent XCT;ESI;-0.088662551;0.93;42.11062016;9.32;2.78;0
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F;20;MeCN;formic acid;21;4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol;2.12;Agilent XCT;ESI;2.100923617;0.93;42.11062016;9.32;2.78;0
Oc1ccc(cc1)c2ccccc2;20;MeCN;formic acid;21;4-phenylphenol;-1.45;Agilent XCT;ESI;-1.035672143;0.93;42.11062016;9.32;2.78;0
OC(=O)c1cccc(Cl)c1;20;MeCN;formic acid;21;3-chlorobenzoic acid;-0.12;Agilent XCT;ESI;-0.056448333;0.93;42.11062016;9.32;2.78;0
Nc1ccc(cc1)C(O)=O;20;MeCN;formic acid;21;4-aminobenzoic acid;-2.32;Agilent XCT;ESI;-1.740435476;0.93;42.11062016;9.32;2.78;0
OC(=O)c1ccc(O)cc1;20;MeCN;formic acid;21;4-hydroxybenzoic acid;-0.44;Agilent XCT;ESI;-0.33247552;0.93;42.11062016;9.32;2.78;0
Nc1cccc(c1)C(O)=O;20;MeCN;formic acid;21;3-aminobenzoic acid;-1.86;Agilent XCT;ESI;-1.56903881;0.93;42.11062016;9.32;2.78;0
OC(=O)c1c(F)c(F)c(F)c(F)c1F;20;MeCN;formic acid;21;pentafluorobenzoic acid;0.47;Agilent XCT;ESI;0.557168333;0.93;42.11062016;9.32;2.78;0
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;20;MeCN;formic acid;21;2,4-dinitrophenol;0.79;Agilent XCT;ESI;0.958655945;0.93;42.11062016;9.32;2.78;0
CN(C)c1cccc(c1)C(O)=O;20;MeCN;formic acid;21;3-dimethylaminobenzoic acid;-1.35;Agilent XCT;ESI;-1.006683889;0.93;42.11062016;9.32;2.78;0
CC(C)c1ccc(cc1)C(O)=O;20;MeCN;formic acid;21;4-isopropylbenzoic acid;-0.83;Agilent XCT;ESI;-0.671269646;0.93;42.11062016;9.32;2.78;0
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O;20;MeCN;formic acid;21;2,5-dinitrophenol;0.44;Agilent XCT;ESI;0.911655476;0.93;42.11062016;9.32;2.78;0
Oc1cccc(Cl)c1;20;MeCN;formic acid;21;3-chlorophenol;-1.03;Agilent XCT;ESI;-0.814034861;0.93;42.11062016;9.32;2.78;0
Oc1cccc(Br)c1;20;MeCN;formic acid;21;3-bromophenol;-0.44;Agilent XCT;ESI;-0.074624048;0.93;42.11062016;9.32;2.78;0
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O;20;MeCN;formic acid;21;2,6-dinitrophenol;0.61;Agilent XCT;ESI;0.704285714;0.93;42.11062016;9.32;2.78;0
Oc1cccc(c1)[N+]([O-])=O;20;MeCN;formic acid;21;3-nitrophenol;0.39;Agilent XCT;ESI;0.589099192;0.93;42.11062016;9.32;2.78;0
Oc1ccc(cc1)[N+]([O-])=O;20;MeCN;formic acid;21;4-nitrophenol;0.46;Agilent XCT;ESI;0.732820841;0.93;42.11062016;9.32;2.78;0
Oc1c(F)c(F)cc(F)c1F;20;MeCN;formic acid;21;2,3,5,6-tetrafluorophenol;-0.42;Agilent XCT;ESI;0.121256825;0.93;42.11062016;9.32;2.78;0
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O;20;MeCN;formic acid;21;3-[(heptafluoropropyl)sulphonyl]benzoic acid;1.45;Agilent XCT;ESI;1.807090629;0.93;42.11062016;9.32;2.78;0
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O;20;MeCN;formic acid;21;3-[tris(trifluoromethyl)methylsulphonyl]benzoic acid;1.3;Agilent XCT;ESI;1.689257273;0.93;42.11062016;9.32;2.78;0
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O;20;MeCN;formic acid;21;3-[(heptafluoropropyl)sulphanyl]benzoic acid;0.99;Agilent XCT;ESI;1.578736313;0.93;42.11062016;9.32;2.78;0
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F;20;MeCN;formic acid;21;3-trifluoromethylsulfonylbenzoic acid;1.02;Agilent XCT;ESI;1.247702222;0.93;42.11062016;9.32;2.78;0
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F;20;MeCN;formic acid;21;3-[tris(trifluoromethyl)methyl]benzoic acid;1.28;Agilent XCT;ESI;1.397191429;0.93;42.11062016;9.32;2.78;0
OC(C1=CC=CC(SC(F)(F)F)=C1)=O;20;MeCN;formic acid;21;3-[(trifluoromethyl)sulphanyl]benzoic acid;0.68;Agilent XCT;ESI;0.803053077;0.93;42.11062016;9.32;2.78;0
Oc1c(Br)c(Br)c(Br)c(Br)c1Br;20;MeCN;formic acid;21;pentabromophenol;1.35;Agilent XCT;ESI;1.470269874;0.93;42.11062016;9.32;2.78;0
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl;20;MeCN;formic acid;21;pentachlorophenol;1.46;Agilent XCT;ESI;1.911008333;0.93;42.11062016;9.32;2.78;0
OC(=O)c1ccccc1O;20;MeCN;formic acid;21;salicylic acid;-0.11;Agilent XCT;ESI;0.169486655;0.93;42.11062016;9.32;2.78;0
Oc1ccccc1C#N;20;MeCN;formic acid;21;2-cyanophenol;-0.17;Agilent XCT;ESI;-0.068585076;0.93;42.11062016;9.32;2.78;0
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3;20;MeCN;formic acid;21;4-phenylazophenol;0.76;Agilent XCT;ESI;0.915481667;0.93;42.11062016;9.32;2.78;0
OC(=O)c1cc(I)cc(I)c1O;20;MeCN;formic acid;21;3,5-diiodosalicylic acid;1.35;Agilent XCT;ESI;1.471340561;0.93;42.11062016;9.32;2.78;0
